02.041.	02	041	Rehabilitasi sedang/berat rumah dinas
02.042.	02	042	Rehabilitasi sedang/berat gedung kantor
02.043.	02	043	Rehabilitasi sedang/berat mobil jabatan
02.044.	02	044	Rehabilitasi sedang/berat kendaraan dinas/operasional
02.045.	02	045	Perencanaan Pengadaan Tanah
02.046.	02	046	Persiapan Pengadaan Tanah
02.047.	02	047	Pelaksanaan Pengadaan Tanah
02.048.	02	048	Penyerahan Hasil Pengadaan Tanah
02.049.	02	049	Perencanaan Pembangunan Gedung Prasarana Pemerintah
03.	03		Program Peningkatan Disiplin Aparatur
03.001.	03	001	Pengadaan Mesin/Kartu Absensi
03.002.	03	002	Pengadaan Pakaian Dinas Beserta Perlengkapannya
03.003.	03	003	Pengadaan Pakaian Kerja Lapangan
03.004.	03	004	Pengadaan Pakaian KORPRI
03.005.	03	005	Pengadaan Pakaian Khusus Hari-Hari Tertentu
04.	04		Program Fasilitas Pindah/Purna Tugas PNS
04.001.	04	001	Pemulangan Pegawai yang Pensiun
04.002.	04	002	Pemulangan Pegawai yang Tewas dalam Melaksanakan Tugas
04.003.	04	003	Pemindahan Tugas PNS
04.004.	04	004	dst………….
05.	05		Program Peningkatan Kapasitas Sumber Daya Aparatur
05.001.	05	001	Pendidikan dan Pelatihan Formal
05.002.	05	002	Sosialisasi  Peraturan Perundang-undangan
05.003.	05	003	Bimbingan Teknis Implementasi Peraturan Perundang-Undangan
05.004.	05	004	Peningkatan Kemampuan Teknis Aparatur
05.007.	05	007	Peningkatan Kapasitas Kelembagaan Pelayanan Perizinan dan Penanaman Modal
05.008.	05	008	Peningkatan Kemampuan Teknis Aparat Pelayanan Perijinan
05.009.	05	009	Sosialisasi Kebijakan Penanaman Modal
06.	06		Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan
06.001.	06	001	Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD
06.002.	06	002	Penyusunan Laporan Keuangan Semesteran
06.003.	06	003	Penyusunan Pelaporan Prognosis Realisasi Anggaran
06.004.	06	004	Penyusunan Pelaporan Keuangan Akhir Tahun
06.005.	06	005	Monitoring, evaluasi dan pelaporan
06.006.	06	006	Pelaporan Dana Alokasi Khusus dan Dana Penyesuaian
06.007.	06	007	Penyusunan Rencana Kerja dan Anggaran SKPD
06.008.	06	008	Penyediaan Data, Dokumentasi, Informatika dan Komunikasi SKPD
06.009.	06	009	Penyusunan Rencana Strategis SKPD
06.010.	06	010	Penyusunan Rencana Kerja SKPD
06.011.	06	011	Penyusunan Rencana Kerja dan Anggaran SKPD
06.012.	06	012	Pengelolaan Barang Milik Daerah
15.	15		Program Pendidikan Anak Usia Dini
15.001.	15	001	Pembangunan gedung sekolah
15.002.	15	002	Pembangunan rumah dinas kepala sekolah, guru, penjaga sekolah
15.003.	15	003	Penambahan Ruang Kelas Sekolah
15.004.	15	004	Penambahan Ruang Guru Sekolah
15.005.	15	005	Pembangunan ruang locker siswa
15.006.	15	006	Pembangunan sarana dan prasarana olahraga
15.007.	15	007	Pembangunan sarana dan prasarana bermain
15.008.	15	008	Pembangunan ruang serba guna/aula
15.009.	15	009	Pembangunan taman, lapangan upacara dan fasilitas parkir
15.010.	15	010	Pembangunan ruang unit kesehatan sekolah
15.011.	15	011	Pembangunan ruang ibadah
15.012.	15	012	Pembangunan perpusatakaan sekolah
15.013.	15	013	Pembangunan jaringan instalasi listrik sekolah dan perlengkapannya
15.014.	15	014	Pembangunan sarana air bersih dan sanitary
15.015.	15	015	Pengadan buku-buku dan alat tulis siswa
15.016.	15	016	Pengadaan pakaian seragam sekolah
15.017.	15	017	Pengadaan pakaian olahraga
15.018.	15	018	Pengadaan alat praktik dan peraga siswa
15.019.	15	019	Pengadaan mebeluer sekolah
15.020.	15	020	Pengadaan Perlengkapan Sekolah
15.021.	15	021	Pengadaaan alat rumah tangga sekolah
15.022.	15	022	Pengadaaan sarana mobilitas sekolah
15.023.	15	023	Pemeliharaan rutin/berkala bangunan sekolah
15.024.	15	024	Pemeliharaan rutin/berkala rumah dinas kepala sekolah, guru, penjaga sekolah
15.025.	15	025	Pemeliharaan rutin/berkala ruang kelas sekolah
15.026.	15	026	Pemeliharaan rutin/berkala ruang guru sekolah
15.027.	15	027	Pemeliharaan rutin/berkala ruang locker siswa
15.028.	15	028	Pemeliharaan rutin/berkala sarana dan prasarana olahraga
15.029.	15	029	Pemeliharaan rutin/berkala sarana dan prasarana bermain
15.030.	15	030	Pemeliharaan rutin/berkala ruang serba guna/aula
15.031.	15	031	Pemeliharaan Rutin/Berkala Taman, Lapangan Upacara, dan Fasilitasi Parkir
15.032.	15	032	Pemeliharaan rutin/berkala ruang unit kesehatan sekolah
15.033.	15	033	Pemeliharaan rutin/berkala ruang ibadah
15.034.	15	034	Pemeliharaan Rutin/Berkala Perpustakaan Sekolah
15.035.	15	035	Pemeliharaan rutin/berkala jaringan Instalasi listrik sekolah dan perlengkapannya
15.036.	15	036	Pemeliharaan rutin/berkala sarana air bersih dan sanitary
15.037.	15	037	Pemeliharaan rutin/berkala alat peraktik dan peraga siswa
15.038.	15	038	Pemeliharaan rutin/berkala mebeleur sekolah
15.039.	15	039	Pemeliharaan rutin/berkala perlengkapan sekolah
15.040.	15	040	Pemeliharaan rutin/berkala alat rumah tangga sekolah
15.041.	15	041	Pemeliharaan rutin/berkala sarana mobilitas sekolah
15.042.	15	042	Rehabilitasi sedang/berat bangunan sekolah
15.043.	15	043	Rehabilitasi sedang/berat rumah dinas kepala sekolah, guru, penjaga sekolah
15.044.	15	044	Rehabilitasi sedang/berat asrama siswa
15.045.	15	045	Rehabilitasi sedang/berat ruang kelas sekolah
15.046.	15	046	Rehabilitasi sedang/berat ruang guru sekolah
15.047.	15	047	Rehabilitasi sedang/berat ruang locker siswa
15.048.	15	048	Rehabilitasi sedang/berat sarana olahraga
15.049.	15	049	Rehabilitasi sedang/berat sarana bermain
15.050.	15	050	Rehabilitasi sedang/berat ruang serba guna/aula
15.051.	15	051	Rehabilitasi sedang/berat taman, lapangan upacara dan fasilitas parkir
15.052.	15	052	Rehabilitasi sedang/berat ruang unit kesehatan sekolah
15.053.	15	053	Rehabilitasi sedang/berat ruang ibadah
15.054.	15	054	Rehabilitasi sedang/berat perpustakaan sekolah
15.055.	15	055	Rehabilitasi sedang/berat jaringan instalasi listrik dan perlengkapannya
15.056.	15	056	Rehabilitasi sedang/berat sarana air bersih dan sanitary
15.057.	15	057	Pelatihan kompetensi tenaga pendidik
15.058.	15	058	Pengembangan pendidikan anak usia dini
15.059.	15	059	Penyelenggaraan pendidikan anak usia dini
15.060.	15	060	Pengembangan data dan informasi pendidikan anak usia dini
15.061.	15	061	Penyusunan kebijakan pendidikan anak usia dini
15.062.	15	062	Pengembangan kurikulum, bahan ajar dan model pembelajaran pendidikan ank usia dini
15.063.	15	063	Penyelenggaraan koordinasi dan kerjasama pendidikan anak usia dini
15.064.	15	064	Perencanaan dan penyusunan program anak usia dini
15.065.	15	065	Publikasi dan sosialisasi pendidikan anak usia dini
15.066.	15	066	Monitoring, evaluasi dan pelaporan Pendidikan Anak Usia Dini
16.	16		Program Wajib Belajar Pendidikan Dasar Sembilan Tahun
16.001.	16	001	Pembangunan gedung sekolah
16.002.	16	002	Pembangunan rumah dinas kepala sekolah, guru, penjaga sekolah
16.003.	16	003	Penambahan ruang kelas sekolah
16.004.	16	004	Penambahan ruang guru sekolah
16.005.	16	005	Pembangunan ruang locker siswa
16.006.	16	006	Pembangunan sarana dan prasarana olahraga
16.007.	16	007	Pembangunan sarana dan prasarana bermain
16.008.	16	008	Pembangunan ruang serba guna/aula
16.009.	16	009	Pembangunan taman, lapangan upacara dan fasilitas parkir
16.010.	16	010	Pembangunan ruang unit kesehatan sekolah
16.011.	16	011	Pembangunan Ruang Ibadah
16.012.	16	012	Pembangunan Perpustakaan Sekolah
16.013.	16	013	Pembangunan Jaringan Instalasi Listrik Sekolah dan Perlengkapannya
16.014.	16	014	Pembangunan sarana air bersih dan sanitary
16.015.	16	015	Pengadaan buku-buku dan alat tulis siswa
16.016.	16	016	Pengadaan pakaian seragam sekolah
16.017.	16	017	Pengadaan pakaian olahraga
16.018.	16	018	Pengadaaan alat praktik dan peraga siswa
16.019.	16	019	Pengadaan mebeluer sekolah
16.020.	16	020	Pengadaan perlengkapan sekolah
16.021.	16	021	Pengadaan alat rumah tangga sekolah
16.022.	16	022	Pemeliharaan rutin / berkala bangunan sekolah (SD / MI)
16.023.	16	023	Pemeliharaan rutin/berkala rumah dinas kepala sekolah, guru, penjaga sekolah
16.024.	16	024	Pemeliharaan rutin/berkala ruang kelas sekolah
16.025.	16	025	Pemeliharaan rutin/berkala ruang guru sekolah
16.026.	16	026	Pemeliharaan rutin/berkala ruang locker siswa
16.027.	16	027	Pemeliharaan rutin/berkala sarana dan prasarana olahraga
16.028.	16	028	Pemeliharaan rutin/berkala ruang serba guna/aula
16.029.	16	029	Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir
16.030.	16	030	Pemeliharaan rutin/berkala ruang unit kesehatan sekolah
16.031.	16	031	Pemeliharaan rutin/berkala ruang ibadah
16.032.	16	032	Pemeliharaan rutin/berkala perpustakaan sekolah
16.033.	16	033	Pemeliharaan rutin/berkala jaringan instalasi listrik sekolah dan perlengkapannya
16.034.	16	034	Pemeliharaan rutin/berkala sarana air bersih dan sanitary
16.035.	16	035	Pemeliharaan rutin/berkala alat peraktik dan peraga siswa
16.036.	16	036	Pemeliharaan rutin/berkala mebeluer sekolah
16.037.	16	037	Pemberian Beasiswa Berprestasi dari Keluarga Miskin
16.038.	16	038	Pemeliharaan rutin/berkala perlengkapan sekolah
16.039.	16	039	Pemeliharaan rutin/berkala alat rumah tangga sekolah
16.040.	16	040	Pemeliharaan rutin/berkala sarana mobilitas sekolah
16.041.	16	041	Pemeliharaan sedang/berat bangunan sekolah SMP
16.042.	16	042	Rehabilitasi sedang/berat rumah dinas kepala sekolah, guru, penjaga sekolah
16.043.	16	043	Rehabilitasi sedang/berat asrama siswa
16.044.	16	044	Rehabilitasi sedang/berat ruang kelas sekolah
16.045.	16	045	Rehabilitasi sedang/berat ruang guru sekolah
16.046.	16	046	Rehabilitasi sedang/berat laboratorium dan praktikum sekolah
16.047.	16	047	Rehabilitasi sedang/berat sarana mobilitas sekolah
16.048.	16	048	Rehabilitasi sedang/berat ruang locker siswa
16.049.	16	049	Rehabilitasi sedang/berat sarana olahraga
16.050.	16	050	Rehabilitasi sedang/berat ruang serba guna/aula
16.051.	16	051	Rehabilitasi sedang/berat taman, lapangan upacara dan fasilitas parkir
16.052.	16	052	Rehabilitasi sedang/berat ruang unit kesehatan sekolah
16.053.	16	053	Rehabilitasi sedang/berat ruang ibadah
16.054.	16	054	Rehabilitasi sedang/berat perpustakaan sekolah
16.055.	16	055	Rehabilitasi sedang/berat jaringan instalasi listrik dan perlengkapannya
16.056.	16	056	Rehabilitasi sedang/berat sarana air bersih dan sanitary
16.057.	16	057	Pelatihan kompetensi tenaga pendidik
16.058.	16	058	Pelatihan kompetensi siswa berprestasi
16.059.	16	059	Pelatihan penyusunan kurikulum
16.060.	16	060	Pembinaan forum masyarakat peduli pendidikan
16.061.	16	061	Pembinaan SMP terbuka
16.062.	16	062	Penambahan ruang kelas baru SMP/MTS/SMPLB
16.063.	16	063	Penyediaan Bantuan Operasional Sekolah (BOS) jenjang SD/MI/SDLB dan SMP/MTS serta pesantren Salafiyah dan Satuan Pendidikan Non-Islam Setara SD dan SMP
16.064.	16	064	Penyediaan Biaya operasional madrasah
16.065.	16	065	Penyediaan buku pelajaran untuk SD/MI/SDLB dan SMP/MTS
16.066.	16	066	Penyediaan dana pengembangan sekolah Untuk SD/MI/SDLB dan SMP/MTS
16.067.	16	067	Penyelenggaraan paket A setara SD
16.068.	16	068	Penyelenggaraan paket B setara SMP
16.069.	16	069	Pembinaan Kelembagaan Sekolah dan Manajemen Sekolah dengan Penerapan Manajemen Berbasis Sekolah (MBS) di satuan pendidikan dasar (SD)
16.070.	16	070	Pembinaan Minat, Bakat dan Kreativitas siswa
16.071.	16	071	Pengembangan comprehensive teaching and learning (CTL)
16.072.	16	072	Pengembangan materi belajar mengajar dan metode pembelajaran dengan menggunakan teknologi informasi dan komunikasi
16.073.	16	073	Penyebarluasan dan sosialisasi berbagai informasi pendidikan dasar
16.074.	16	074	Penyediaan beasiswa retrieval untuk anak putus sekolah
16.075.	16	075	Penyediaan beasiswa transisi
16.076.	16	076	Penyelenggaraan akreditasi sekolah dasar
16.077.	16	077	Penyelenggaraan Multi-Grade Teaching di daerah terpencil
16.078.	16	078	Monitoring, evaluasi dan pelaporan
16.079.	16	079	Peningkatan Penyelenggaraan Kegiatan Belajar Mengajar (KBM) SD
16.080.	16	080	Pelaksanaan Ujian Nasional dan PSB SMP
16.081.	16	081	Pelaksanaan Ujian Nasional SD / Ujian Sekolah SD
16.082.	16	082	Pembangunan Gedung Sekolah (SMP)
16.083.	16	083	Penambahan Ruang Kelas Sekolah (SMP)
16.084.	16	084	Penambahan Ruang Guru Sekolah (SMP)
16.085.	16	085	Pembangunan Laboratorium dan Ruang Praktikum Sekolah (SMP)
16.086.	16	086	Pembangunan Ruang Serba Guna/Aula (SMP)
16.087.	16	087	Pembangunan Taman, Lapangan Upacara dan Fasilitas Parkir (SMP)
16.088.	16	088	Pembangunan Perpustakaan Sekolah (SMP)
16.089.	16	089	Pembangunan Jaringan Instalasi Listrik Sekolah dan Perlengkapannya (SMP)
16.090.	16	090	Pembangunan Sarana Air Bersih dan Sanitary (SMP)
16.091.	16	091	Pengadaan Alat Praktik dan Peraga Siswa (SMP)
16.092.	16	092	Pengadaan Mebeuler Sekolah (SMP)
16.093.	16	093	Pengadaan Perlengkapan Sekolah (SMP)
16.094.	16	094	Pengadaan Alat Rumah Tangga Sekolah (SMP)
16.095.	16	095	Rehabilitasi Sedang/Berat Ruang Kelas Sekolah (SMP)
16.096.	16	096	Rehabilitasi Sedang/Berat Taman, Lapangan Upacara dan Fasilitas Parkir (SMP)
16.097.	16	097	Rehabilitasi Sedang/Berat Perpustakaan Sekolah (SMP)
16.098.	16	098	Pelatihan Kompetensi Tenaga Pendidik (SMP)
16.099.	16	099	Pelatihan Penyusunan Kurikulum (SMP)
16.100.	16	100	Penyediaan Bantuan Operasional (BOS) Jenjang SD/MI/SDLB serta Pesantren Salafiyah dan Satuan Pendidikan Non-Islam Setara SD
16.101.	16	101	Penyediaan Bantuan Operasional (BOS) Jenjang SMP/MTS serta Pesantren Salafiyah dan Satuan Pendidikan Non-Islam Setara SMP
16.102.	16	102	Penyediaan Buku Pelajaran untuk SD/MI/SDLB
16.103.	16	103	Penyediaan Buku Pelajaran untuk SMP/MTS
16.104.	16	104	Pembinaan Kelembagaan dan Manajemen Sekolah dengan Penerapan Manajemen Berbasis Sekolah (MBS) di Satuan Pendidikan Dasar (SMP)
16.105.	16	105	Pengembangan Minat, Bakat dan Kreativitas Siswa (SMP)
16.106.	16	106	Pengembangan Comprehensive Teaching and Learning (CTL) (SMP)
16.107.	16	107	Pengembangan Materi Belajar Mengajar dan Metode Pembelajaran dengan Menggunakan Teknologi Informasi dan Komunikasi (SMP)
16.108.	16	108	Penyebarluasan dan Sosialisasi Berbagai Informasi Pendidikan Dasar (SMP)
16.109.	16	109	Penyelenggaraan Akreditasi Sekolah Dasar (SMP)
16.110.	16	110	Monitoring, Evaluasi dan Pelaporan (SMP)
16.111.	16	111	Peningkatan Penyelenggaraan Kegiatan Belajar Mengajar (KBM) (SMP)
17.	17		Program Pendidikan Menengah
17.001.	17	001	Pembangunan Gedung Sekolah
17.002.	17	002	Pembangunan rumah dinas kepala sekolah, guru, penjaga sekolah
17.003.	17	003	Penambahan ruang kelas sekolah
17.004.	17	004	Penambahan ruang guru sekolah
17.005.	17	005	Pembangunan laboratorium dan ruang praktikum sekolah (laboratorium bahasa, komputer, IPA, IPS dan lain-lain)
17.006.	17	006	Pembangunan ruang locker siswa
17.007.	17	007	Pembangunan sarana dan prasarana olahraga
17.008.	17	008	Pembangunan ruang serba guna/aula
17.009.	17	009	Pembangunan taman, lapangan upacara dan fasilitas parkir
17.010.	17	010	Pembangunan ruang unit kesehatan sekolah
17.011.	17	011	Pembangunan ruang ibadah
17.012.	17	012	Pembangunan perpusatakaan sekolah
17.013.	17	013	Pembangunan jaringan instalasi listrik sekolah dan perlengkapannya
17.014.	17	014	Pembangunan sarana air bersih dan sanitary
17.015.	17	015	Pengadan buku-buku dan alat tulis siwa
17.016.	17	016	Pengadaan pakaian seragam sekolah
17.017.	17	017	Pengadaan pakaian olahraga
17.018.	17	018	Pengadaaan alat praktik dan peraga siswa
17.019.	17	019	Pengadaan mebeluer sekolah
17.020.	17	020	Pengadaan perlengkapan sekolah
17.021.	17	021	Pengadaaan alat rumah tangga sekolah
17.022.	17	022	Pengadaaan sarana mobilitas sekolah
17.023.	17	023	Pemeliharaan rutin/berkala bangunan sekolah
17.024.	17	024	Pemeliharaan rutin/berkala rumah dinas kepala sekolah, guru, penjaga sekolah
17.025.	17	025	Pemeliharaan rutin/berkala ruang kelas sekolah
17.026.	17	026	Pemeliharaan rutin/berkala ruang guru sekolah
17.027.	17	027	Pemeliharaan rutin/berkala ruang locker siswa
17.028.	17	028	Pemeliharaan rutin/berkala sarana dan prasarana olahraga
17.029.	17	029	Pemeliharaan rutin/berkala ruang serba guna/aula
17.030.	17	030	Pemeliharaan rutin/berkala taman, lapangan uapacara dan fasilitas parkir
17.031.	17	031	Pemeliharaan rutin/berkala ruang unit kesehatan sekolah
17.032.	17	032	Pemeliharaan rutin/berkala ruang ibadah
17.033.	17	033	Pemeliharaan rutin/berkala perpustakaan sekolah
17.034.	17	034	Pemeliharaan rutin/berkala jaringan instalasi listrik sekolah dan perlengkapannya
17.035.	17	035	Pemeliharaan rutin/berkala sarana air bersih dan sanitary
17.036.	17	036	Pemeliharaan rutin/berkala alat peraktik dan peraga siswa
17.037.	17	037	Pemeliharaan rutin/berkala mebeluer sekolah
17.038.	17	038	Pemeliharaan rutin/berkala perlengkapan sekolah
17.039.	17	039	Pemeliharaan rutin/berkala alat rumah tangga sekolah
17.040.	17	040	Pemeliharaan rutin/berkala sarana mobilitas sekolah
17.041.	17	041	Rehabilitasi sedang/berat bangunan sekolah
17.042.	17	042	Rehabilitasi sedang/berat rumah dinas kepala sekolah, guru, penjaga sekolah
17.043.	17	043	Rehabilitasi sedang/berat asrama siswa
17.044.	17	044	Rehabilitasi sedang/berat ruang kelas sekolah
17.045.	17	045	Rehabilitasi sedang/berat ruang guru sekolah
17.046.	17	046	Rehabilitasi sedang/berat laboratorium dan praktikum sekolah
17.047.	17	047	Rehabilitasi sedang/berat ruang locker siswa
17.048.	17	048	Rehabilitasi sedang/berat sarana olahraga
17.049.	17	049	Rehabilitasi sedang/berat ruang serba guna/aula
17.050.	17	050	Rehabilitasi sedang/berat taman, lapangan upacara dan fasilitas parkir
17.051.	17	051	Rehabilitasi sedang/berat ruang tata usaha sekolah
17.052.	17	052	Rehabilitasi sedang/berat ruang ibadah
17.053.	17	053	Rehabilitasi sedang/berat perpustakaan sekolah
17.054.	17	054	Rehabilitasi sedang/berat jaringan instalasi listrik dan perlengkapannya
17.055.	17	055	Rehabilitasi sedang/berat sarana air bersih dan sanitary
17.056.	17	056	Rehabilitasi sedang/berat sarana mobilitas sekolah
17.057.	17	057	Pelatihan kompetensi tenaga pendidik
17.058.	17	058	Pelatihan penyusunan kurikulum
17.059.	17	059	Pembinaan forum masyarakat peduli pendidikan
17.060.	17	060	Pengembangan alternatif layanan pendidikan menengah untuk daerah-daerah pedesaaan, terpencil dan kepulauan
17.061.	17	061	Penyediaan Bantuan Operasional Manajemen Mutu (BOMM)
17.062.	17	062	Penyediaan beasiswa bagi keluarga tidak mampu
17.063.	17	063	Penyelenggraan paket C setara SMU
17.064.	17	064	Pembinaan kelembagaan sekolah dan manajem n sekolah dengan penerapan manajemen berbasis sekolah (MBS)
17.065.	17	065	Pengembangan materi belajar mengajar dengan menggunakan teknologi informasi dan komunikasi
17.066.	17	066	Peningkatan kerjasama dengan dunia usaha dan industri
17.067.	17	067	Penyebarluasan dan sosialisasi berbagai informasi pendidikan menengah
17.068.	17	068	Penyelenggaraan akreditasi sekolah menengah
17.069.	17	069	Monitoring, evaluasi dan pelaporan
17.070.	17	070	Penyelenggaraan pembelajaran kurikuler dan ekstra kurikuler
17.071.	17	071	Penyelenggaraan praktek siswa di lapangan , bengkel latih, laboratorium dan pasca panen
17.072.	17	072	Penyelenggaraan praktek kerja usaha
17.073.	17	073	Penyelenggaraan pelayanan perpustakaan
17.074.	17	074	Pemeliharaan kebun praktek
17.075.	17	075	Pelaksanaan Ujian Nasional dan PPDB SMA/SMK
17.076.	17	076	Pembinaan Minat, Bakat dan Kreativitas Siswa SMA/SMK
18.	18		Program Pendidikan Non Formal
18.001.	18	001	Pemberdayaan Tenaga Pendidik Non Formal
18.002.	18	002	Pemberian bantuan operasional pendidikan non formal
18.003.	18	003	Pembinaan pendidikan kursus dan kelembagaan
18.004.	18	004	Pengembangan pendidikan keaksaraan
18.005.	18	005	Pengembangan pendidikan kecakapan hidup
18.006.	18	006	Penyediaan sarana dan prasarana pendidikan non formal
18.007.	18	007	Pengembangan Data dan Informasi Pendidikan Non Formal
18.008.	18	008	Pengembangan kebijakan pendidikan non formal
18.009.	18	009	Pengembangan kurikulum, bahan ajar dan model pembelajaran pendidikan non formal
18.010.	18	010	Pengembangan sertifikasi pendidikan non formal
18.011.	18	011	Perencanaan dan penyusunan program pendidikan non formal
18.012.	18	012	Publikasi dan Sosialisasi Pendidikan Non Formal
18.013.	18	013	Monitoring, evaluasi dan pelaporan
18.014.	18	014	Pendidikan dan pelatihan dasar kepemimpinan dan lomba tata upacara bendera (LTUB)
19.	19		Program Pendidikan Luar Biasa
19.001.	19	001	Pembangunan gedung sekolah
19.002.	19	002	Pembangunan rumah dinas kepala sekolah, guru, penjaga sekolah
19.003.	19	003	Penambahan ruang kelas sekolah
19.004.	19	004	Penambahan ruang guru sekolah
19.005.	19	005	Pembangunan laboratorium dan ruang pratikum sekolah (laboratorium bahasa, komputer, IPA, IPS dan lain-lain)
19.006.	19	006	Pembangunan ruang locker siswa
19.007.	19	007	Pembangunan sarana dan prasarana olahraga
19.008.	19	008	Pembangunan ruang serba guna/aula
19.009.	19	009	Pembangunan taman, lapangan upacara dan fasilitas parkir
19.010.	19	010	Pembangunan ruang unit kesehatan sekolah
19.11.	19	11	Pembangunan ruang ibadah
19.12.	19	12	Pembangunan perpustakaan sekolah
19.13.	19	13	Pembangunan jaringan instalasi listrik sekolah dan perlengkapannya
19.14.	19	14	Pembangunan sarana air bersih dan sanitary
19.15.	19	15	Pengadaan buku-buku dan alat tulis siswa
19.16.	19	16	Pengadaan pakaian seragam sekolah dan kelengkapannya serta pakaian olahraga
19.17.	19	17	Pengadaan alat praktik dan peraga siswa
19.18.	19	18	Pengadaan mebeleur sekolah
19.19.	19	19	Pengadaan perlengkapan sekolah
19.20.	19	20	Pengadaan alat rumah tangga sekolah
19.21.	19	21	Pengadaan sarana mobilitas sekolah
19.22.	19	22	Pemeliharaan rutin/berkala bangunan sekolah
19.23.	19	23	Pemeliharaan rutin/berkala rumah dinas kepala sekolah, guru, penjaga sekolah
19.24.	19	24	Pemeliharaan rutin/berkala ruang kelas sekolah
19.25.	19	25	Pemeliharaan rutin/berkala ruang guru sekolah
19.26.	19	26	Pemeliharaan rutin/berkala ruang locker siswa
19.27.	19	27	Pemeliharaan rutin/berkala sarana dan prasarana olahraga
19.28.	19	28	Pemeliharaan rutin/berkala ruang serba guna/aula
19.29.	19	29	Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir
19.30.	19	30	Pemeliharaan rutin/berkala ruang unit kesehatan sekolah
19.31.	19	31	Pemeliharaan rutin/berkala ruang ibadah
19.32.	19	32	Pemeliharaan rutin/berkala perpustakaan sekolah
19.33.	19	33	Pemeliharaan rutin/berkala jaringan instalasi listrik sekolah dan perlengkapannya
20.	20		Program Peningkatan Mutu Pendidik dan Tenaga Kependidikan
20.001.	20	001	Pelaksanaan sertifikasi pendidik
20.002.	20	002	Pelaksanaan uji kompetensi pendidik dan tenaga kependidikan
